level-0,level-1,level-2,level-3,level-4,level-5
361494,341531-441531,341531-541531,341531-741531,341531-1141531,any
361497,341533-441533,341533-541533,341533-741533,341533-1141533,any
361561,341596-441596,341596-541596,341596-741596,341596-1141596,any
361631,341665-441665,341665-541665,341665-741665,341665-1141665,any
361721,341754-441754,341754-541754,341754-741754,341754-1141754,any
361742,341774-441774,341774-541774,341774-741774,341774-1141774,any
361817,341848-441848,341848-541848,341848-741848,341848-1141848,any
361838,341868-441868,341868-541868,341868-741868,341868-1141868,any
361842,341871-441871,341871-541871,341871-741871,341871-1141871,any
361870,341898-441898,341898-541898,341898-741898,341898-1141898,any
361875,341902-441902,341902-541902,341902-741902,341902-1141902,any
361888,341914-441914,341914-541914,341914-741914,341914-1141914,any
362062,342087-442087,342087-542087,342087-742087,342087-1142087,any
362165,342189-442189,342189-542189,342189-742189,342189-1142189,any
362259,342282-442282,342282-542282,342282-742282,342282-1142282,any
362302,342324-442324,342324-542324,342324-742324,342324-1142324,any
362309,342330-442330,342330-542330,342330-742330,342330-1142330,any
362482,342502-442502,342502-542502,342502-742502,342502-1142502,any
362491,342510-442510,342510-542510,342510-742510,342510-1142510,any
362589,342607-442607,342607-542607,342607-742607,342607-1142607,any
362600,342617-442617,342617-542617,342617-742617,342617-1142617,any
362623,342639-442639,342639-542639,342639-742639,342639-1142639,any
362654,342669-442669,342669-542669,342669-742669,342669-1142669,any
362685,342699-442699,342699-542699,342699-742699,342699-1142699,any
362747,342760-442760,342760-542760,342760-742760,342760-1142760,any
362787,342799-442799,342799-542799,342799-742799,342799-1142799,any
362795,342806-442806,342806-542806,342806-742806,342806-1142806,any
362826,342836-442836,342836-542836,342836-742836,342836-1142836,any
362835,342844-442844,342844-542844,342844-742844,342844-1142844,any
362883,342891-442891,342891-542891,342891-742891,342891-1142891,any
362912,342919-442919,342919-542919,342919-742919,342919-1142919,any
362999,343005-443005,343005-543005,343005-743005,343005-1143005,any
363032,343037-443037,343037-543037,343037-743037,343037-1143037,any
363053,343057-443057,343057-543057,343057-743057,343057-1143057,any
363087,343090-443090,343090-543090,343090-743090,343090-1143090,any
363130,343132-443132,343132-543132,343132-743132,343132-1143132,any
363134,343135-443135,343135-543135,343135-743135,343135-1143135,any
363192,343192-443192,343192-543192,343192-743192,343192-1143192,any
363219,343218-443218,343218-543218,343218-743218,343218-1143218,any
363296,343294-443294,343294-543294,343294-743294,343294-1143294,any
363395,343392-443392,343392-543392,343392-743392,343392-1143392,any
363405,343401-443401,343401-543401,343401-743401,343401-1143401,any
363418,343413-443413,343413-543413,343413-743413,343413-1143413,any
363425,343419-443419,343419-543419,343419-743419,343419-1143419,any
363591,343584-443584,343584-543584,343584-743584,343584-1143584,any
363630,343622-443622,343622-543622,343622-743622,343622-1143622,any
363677,343668-443668,343668-543668,343668-743668,343668-1143668,any
363707,343697-443697,343697-543697,343697-743697,343697-1143697,any
363875,343864-443864,343864-543864,343864-743864,343864-1143864,any
363963,343951-443951,343951-543951,343951-743951,343951-1143951,any
364099,344086-444086,344086-544086,344086-744086,344086-1144086,any
364310,344296-444296,344296-544296,344296-744296,344296-1144296,any
364342,344327-444327,344327-544327,344327-744327,344327-1144327,any
364365,344349-444349,344349-544349,344349-744349,344349-1144349,any
364548,344531-444531,344531-544531,344531-744531,344531-1144531,any
364563,344545-444545,344545-544545,344545-744545,344545-1144545,any
364657,344638-444638,344638-544638,344638-744638,344638-1144638,any
364685,344665-444665,344665-544665,344665-744665,344665-1144665,any
364782,344761-444761,344761-544761,344761-744761,344761-1144761,any
364832,344810-444810,344810-544810,344810-744810,344810-1144810,any
364862,344839-444839,344839-544839,344839-744839,344839-1144839,any
364913,344889-444889,344889-544889,344889-744889,344889-1144889,any
364958,344933-444933,344933-544933,344933-744933,344933-1144933,any
365020,344994-444994,344994-544994,344994-744994,344994-1144994,any
365049,345022-445022,345022-545022,345022-745022,345022-1145022,any
365050,345022-445022,345022-545022,345022-745022,345022-1145022,any
365110,345081-445081,345081-545081,345081-745081,345081-1145081,any
365289,345259-445259,345259-545259,345259-745259,345259-1145259,any
365390,345359-445359,345359-545359,345359-745359,345359-1145359,any
365411,345379-445379,345379-545379,345379-745379,345379-1145379,any
365430,345397-445397,345397-545397,345397-745397,345397-1145397,any
365465,345431-445431,345431-545431,345431-745431,345431-1145431,any
365511,345476-445476,345476-545476,345476-745476,345476-1145476,any
365516,345480-445480,345480-545480,345480-745480,345480-1145480,any
365613,345576-445576,345576-545576,345576-745576,345576-1145576,any
365640,345602-445602,345602-545602,345602-745602,345602-1145602,any
365683,345644-445644,345644-545644,345644-745644,345644-1145644,any
365739,345699-445699,345699-545699,345699-745699,345699-1145699,any
365871,345830-445830,345830-545830,345830-745830,345830-1145830,any
365908,345866-445866,345866-545866,345866-745866,345866-1145866,any
365916,345873-445873,345873-545873,345873-745873,345873-1145873,any
365986,345942-445942,345942-545942,345942-745942,345942-1145942,any
365996,345951-445951,345951-545951,345951-745951,345951-1145951,any
366065,346019-446019,346019-546019,346019-746019,346019-1146019,any
366066,346019-446019,346019-546019,346019-746019,346019-1146019,any
366089,346041-446041,346041-546041,346041-746041,346041-1146041,any
366180,346131-446131,346131-546131,346131-746131,346131-1146131,any
366198,346148-446148,346148-546148,346148-746148,346148-1146148,any
366207,346156-446156,346156-546156,346156-746156,346156-1146156,any
366219,346167-446167,346167-546167,346167-746167,346167-1146167,any
366232,346179-446179,346179-546179,346179-746179,346179-1146179,any
366324,346270-446270,346270-546270,346270-746270,346270-1146270,any
366416,346361-446361,346361-546361,346361-746361,346361-1146361,any
366531,346475-446475,346475-546475,346475-746475,346475-1146475,any
366563,346506-446506,346506-546506,346506-746506,346506-1146506,any
366618,346560-446560,346560-546560,346560-746560,346560-1146560,any
366662,346603-446603,346603-546603,346603-746603,346603-1146603,any
366757,346697-446697,346697-546697,346697-746697,346697-1146697,any
366796,346735-446735,346735-546735,346735-746735,346735-1146735,any
366898,346836-446836,346836-546836,346836-746836,346836-1146836,any
366900,346837-446837,346837-546837,346837-746837,346837-1146837,any
366929,346865-446865,346865-546865,346865-746865,346865-1146865,any
366957,346892-446892,346892-546892,346892-746892,346892-1146892,any
367020,346954-446954,346954-546954,346954-746954,346954-1146954,any
367037,346970-446970,346970-546970,346970-746970,346970-1146970,any
367049,346981-446981,346981-546981,346981-746981,346981-1146981,any
367200,347131-447131,347131-547131,347131-747131,347131-1147131,any
367237,347167-447167,347167-547167,347167-747167,347167-1147167,any
367251,347180-447180,347180-547180,347180-747180,347180-1147180,any
367260,347188-447188,347188-547188,347188-747188,347188-1147188,any
367292,347219-447219,347219-547219,347219-747219,347219-1147219,any
367306,347232-447232,347232-547232,347232-747232,347232-1147232,any
367314,347239-447239,347239-547239,347239-747239,347239-1147239,any
367329,347253-447253,347253-547253,347253-747253,347253-1147253,any
367390,347313-447313,347313-547313,347313-747313,347313-1147313,any
367533,347455-447455,347455-547455,347455-747455,347455-1147455,any
367655,347576-447576,347576-547576,347576-747576,347576-1147576,any
367695,347615-447615,347615-547615,347615-747615,347615-1147615,any
367706,347625-447625,347625-547625,347625-747625,347625-1147625,any
367749,347667-447667,347667-547667,347667-747667,347667-1147667,any
367984,347901-447901,347901-547901,347901-747901,347901-1147901,any
368005,347921-447921,347921-547921,347921-747921,347921-1147921,any
368115,348030-448030,348030-548030,348030-748030,348030-1148030,any
368140,348054-448054,348054-548054,348054-748054,348054-1148054,any
368476,348389-448389,348389-548389,348389-748389,348389-1148389,any
368517,348429-448429,348429-548429,348429-748429,348429-1148429,any
368561,348472-448472,348472-548472,348472-748472,348472-1148472,any
368675,348585-448585,348585-548585,348585-748585,348585-1148585,any
368700,348609-448609,348609-548609,348609-748609,348609-1148609,any
368727,348635-448635,348635-548635,348635-748635,348635-1148635,any
368739,348646-448646,348646-548646,348646-748646,348646-1148646,any
368757,348663-448663,348663-548663,348663-748663,348663-1148663,any
368797,348702-448702,348702-548702,348702-748702,348702-1148702,any
368825,348729-448729,348729-548729,348729-748729,348729-1148729,any
368852,348755-448755,348755-548755,348755-748755,348755-1148755,any
368925,348827-448827,348827-548827,348827-748827,348827-1148827,any
368947,348848-448848,348848-548848,348848-748848,348848-1148848,any
368949,348849-448849,348849-548849,348849-748849,348849-1148849,any
369027,348926-448926,348926-548926,348926-748926,348926-1148926,any
369084,348982-448982,348982-548982,348982-748982,348982-1148982,any
369114,349011-449011,349011-549011,349011-749011,349011-1149011,any
369131,349027-449027,349027-549027,349027-749027,349027-1149027,any
369166,349061-449061,349061-549061,349061-749061,349061-1149061,any
369386,349280-449280,349280-549280,349280-749280,349280-1149280,any
369387,349280-449280,349280-549280,349280-749280,349280-1149280,any
369463,349355-449355,349355-549355,349355-749355,349355-1149355,any
369468,349359-449359,349359-549359,349359-749359,349359-1149359,any
369522,349412-449412,349412-549412,349412-749412,349412-1149412,any
369527,349416-449416,349416-549416,349416-749416,349416-1149416,any
369538,349426-449426,349426-549426,349426-749426,349426-1149426,any
369549,349436-449436,349436-549436,349436-749436,349436-1149436,any
369648,349534-449534,349534-549534,349534-749534,349534-1149534,any
369677,349562-449562,349562-549562,349562-749562,349562-1149562,any
369678,349562-449562,349562-549562,349562-749562,349562-1149562,any
369781,349664-449664,349664-549664,349664-749664,349664-1149664,any
369825,349707-449707,349707-549707,349707-749707,349707-1149707,any
369843,349724-449724,349724-549724,349724-749724,349724-1149724,any
369909,349789-449789,349789-549789,349789-749789,349789-1149789,any
370045,349924-449924,349924-549924,349924-749924,349924-1149924,any
370119,349997-449997,349997-549997,349997-749997,349997-1149997,any
370156,350033-450033,350033-550033,350033-750033,350033-1150033,any
370160,350036-450036,350036-550036,350036-750036,350036-1150036,any
370183,350058-450058,350058-550058,350058-750058,350058-1150058,any
370242,350116-450116,350116-550116,350116-750116,350116-1150116,any
370494,350367-450367,350367-550367,350367-750367,350367-1150367,any
370502,350374-450374,350374-550374,350374-750374,350374-1150374,any
370509,350380-450380,350380-550380,350380-750380,350380-1150380,any
370548,350418-450418,350418-550418,350418-750418,350418-1150418,any
370552,350421-450421,350421-550421,350421-750421,350421-1150421,any
370585,350453-450453,350453-550453,350453-750453,350453-1150453,any
370615,350482-450482,350482-550482,350482-750482,350482-1150482,any
370727,350593-450593,350593-550593,350593-750593,350593-1150593,any
370733,350598-450598,350598-550598,350598-750598,350598-1150598,any
370767,350631-450631,350631-550631,350631-750631,350631-1150631,any
370795,350658-450658,350658-550658,350658-750658,350658-1150658,any
370837,350699-450699,350699-550699,350699-750699,350699-1150699,any
370881,350742-450742,350742-550742,350742-750742,350742-1150742,any
370888,350748-450748,350748-550748,350748-750748,350748-1150748,any
370890,350749-450749,350749-550749,350749-750749,350749-1150749,any
370990,350848-450848,350848-550848,350848-750848,350848-1150848,any
371064,350921-450921,350921-550921,350921-750921,350921-1150921,any
371089,350945-450945,350945-550945,350945-750945,350945-1150945,any
371299,351154-451154,351154-551154,351154-751154,351154-1151154,any
371305,351159-451159,351159-551159,351159-751159,351159-1151159,any
371316,351169-451169,351169-551169,351169-751169,351169-1151169,any
371373,351225-451225,351225-551225,351225-751225,351225-1151225,any
371382,351233-451233,351233-551233,351233-751233,351233-1151233,any
371556,351406-451406,351406-551406,351406-751406,351406-1151406,any
371827,351676-451676,351676-551676,351676-751676,351676-1151676,any
371886,351734-451734,351734-551734,351734-751734,351734-1151734,any
371987,351834-451834,351834-551834,351834-751834,351834-1151834,any
372020,351866-451866,351866-551866,351866-751866,351866-1151866,any
372130,351975-451975,351975-551975,351975-751975,351975-1151975,any
372181,352025-452025,352025-552025,352025-752025,352025-1152025,any
372317,352160-452160,352160-552160,352160-752160,352160-1152160,any
372483,352325-452325,352325-552325,352325-752325,352325-1152325,any
372484,352325-452325,352325-552325,352325-752325,352325-1152325,any
372500,352340-452340,352340-552340,352340-752340,352340-1152340,any
372525,352364-452364,352364-552364,352364-752364,352364-1152364,any
372559,352397-452397,352397-552397,352397-752397,352397-1152397,any
372636,352473-452473,352473-552473,352473-752473,352473-1152473,any
372682,352518-452518,352518-552518,352518-752518,352518-1152518,any
372692,352527-452527,352527-552527,352527-752527,352527-1152527,any
372728,352562-452562,352562-552562,352562-752562,352562-1152562,any
372838,352671-452671,352671-552671,352671-752671,352671-1152671,any
372967,352799-452799,352799-552799,352799-752799,352799-1152799,any
373050,352881-452881,352881-552881,352881-752881,352881-1152881,any
373185,353015-453015,353015-553015,353015-753015,353015-1153015,any
373213,353042-453042,353042-553042,353042-753042,353042-1153042,any
373263,353091-453091,353091-553091,353091-753091,353091-1153091,any
373344,353171-453171,353171-553171,353171-753171,353171-1153171,any
373366,353192-453192,353192-553192,353192-753192,353192-1153192,any
373367,353192-453192,353192-553192,353192-753192,353192-1153192,any
373403,353227-453227,353227-553227,353227-753227,353227-1153227,any
373432,353255-453255,353255-553255,353255-753255,353255-1153255,any
373469,353291-453291,353291-553291,353291-753291,353291-1153291,any
373499,353320-453320,353320-553320,353320-753320,353320-1153320,any
373550,353370-453370,353370-553370,353370-753370,353370-1153370,any
373553,353372-453372,353372-553372,353372-753372,353372-1153372,any
373606,353424-453424,353424-553424,353424-753424,353424-1153424,any
373628,353445-453445,353445-553445,353445-753445,353445-1153445,any
373662,353478-453478,353478-553478,353478-753478,353478-1153478,any
373698,353513-453513,353513-553513,353513-753513,353513-1153513,any
373718,353532-453532,353532-553532,353532-753532,353532-1153532,any
373895,353708-453708,353708-553708,353708-753708,353708-1153708,any
373914,353726-453726,353726-553726,353726-753726,353726-1153726,any
373935,353746-453746,353746-553746,353746-753746,353746-1153746,any
373952,353762-453762,353762-553762,353762-753762,353762-1153762,any
374108,353917-453917,353917-553917,353917-753917,353917-1153917,any
374116,353924-453924,353924-553924,353924-753924,353924-1153924,any
374137,353944-453944,353944-553944,353944-753944,353944-1153944,any
374163,353969-453969,353969-553969,353969-753969,353969-1153969,any
374253,354058-454058,354058-554058,354058-754058,354058-1154058,any
374262,354066-454066,354066-554066,354066-754066,354066-1154066,any
374313,354116-454116,354116-554116,354116-754116,354116-1154116,any
374367,354169-454169,354169-554169,354169-754169,354169-1154169,any
374450,354251-454251,354251-554251,354251-754251,354251-1154251,any
374454,354254-454254,354254-554254,354254-754254,354254-1154254,any
374524,354323-454323,354323-554323,354323-754323,354323-1154323,any
374580,354378-454378,354378-554378,354378-754378,354378-1154378,any
374588,354385-454385,354385-554385,354385-754385,354385-1154385,any
374716,354512-454512,354512-554512,354512-754512,354512-1154512,any
374764,354559-454559,354559-554559,354559-754559,354559-1154559,any
374790,354584-454584,354584-554584,354584-754584,354584-1154584,any
374833,354626-454626,354626-554626,354626-754626,354626-1154626,any
374883,354675-454675,354675-554675,354675-754675,354675-1154675,any
374905,354696-454696,354696-554696,354696-754696,354696-1154696,any
374918,354708-454708,354708-554708,354708-754708,354708-1154708,any
374924,354713-454713,354713-554713,354713-754713,354713-1154713,any
374969,354757-454757,354757-554757,354757-754757,354757-1154757,any
374983,354770-454770,354770-554770,354770-754770,354770-1154770,any
375049,354835-454835,354835-554835,354835-754835,354835-1154835,any
375077,354862-454862,354862-554862,354862-754862,354862-1154862,any
375078,354862-454862,354862-554862,354862-754862,354862-1154862,any
375114,354897-454897,354897-554897,354897-754897,354897-1154897,any
375134,354916-454916,354916-554916,354916-754916,354916-1154916,any
375170,354951-454951,354951-554951,354951-754951,354951-1154951,any
375313,355093-455093,355093-555093,355093-755093,355093-1155093,any
375422,355201-455201,355201-555201,355201-755201,355201-1155201,any
375452,355230-455230,355230-555230,355230-755230,355230-1155230,any
375482,355259-455259,355259-555259,355259-755259,355259-1155259,any
375499,355275-455275,355275-555275,355275-755275,355275-1155275,any
375515,355290-455290,355290-555290,355290-755290,355290-1155290,any
375574,355348-455348,355348-555348,355348-755348,355348-1155348,any
375603,355376-455376,355376-555376,355376-755376,355376-1155376,any
375606,355378-455378,355378-555378,355378-755378,355378-1155378,any
375655,355426-455426,355426-555426,355426-755426,355426-1155426,any
375657,355427-455427,355427-555427,355427-755427,355427-1155427,any
375675,355444-455444,355444-555444,355444-755444,355444-1155444,any
375680,355448-455448,355448-555448,355448-755448,355448-1155448,any
375698,355465-455465,355465-555465,355465-755465,355465-1155465,any
375827,355593-455593,355593-555593,355593-755593,355593-1155593,any
375833,355598-455598,355598-555598,355598-755598,355598-1155598,any
375868,355632-455632,355632-555632,355632-755632,355632-1155632,any
375871,355634-455634,355634-555634,355634-755634,355634-1155634,any
375980,355742-455742,355742-555742,355742-755742,355742-1155742,any
376025,355786-455786,355786-555786,355786-755786,355786-1155786,any
376028,355788-455788,355788-555788,355788-755788,355788-1155788,any
376058,355817-455817,355817-555817,355817-755817,355817-1155817,any
376072,355830-455830,355830-555830,355830-755830,355830-1155830,any
376133,355890-455890,355890-555890,355890-755890,355890-1155890,any
376150,355906-455906,355906-555906,355906-755906,355906-1155906,any
376230,355985-455985,355985-555985,355985-755985,355985-1155985,any
376240,355994-455994,355994-555994,355994-755994,355994-1155994,any
376277,356030-456030,356030-556030,356030-756030,356030-1156030,any
376302,356054-456054,356054-556054,356054-756054,356054-1156054,any
376383,356134-456134,356134-556134,356134-756134,356134-1156134,any
376393,356143-456143,356143-556143,356143-756143,356143-1156143,any
376416,356165-456165,356165-556165,356165-756165,356165-1156165,any
376455,356203-456203,356203-556203,356203-756203,356203-1156203,any
376474,356221-456221,356221-556221,356221-756221,356221-1156221,any
376483,356229-456229,356229-556229,356229-756229,356229-1156229,any
376506,356251-456251,356251-556251,356251-756251,356251-1156251,any
376540,356284-456284,356284-556284,356284-756284,356284-1156284,any
376647,356390-456390,356390-556390,356390-756390,356390-1156390,any
376680,356422-456422,356422-556422,356422-756422,356422-1156422,any
376683,356424-456424,356424-556424,356424-756424,356424-1156424,any
376789,356529-456529,356529-556529,356529-756529,356529-1156529,any
376929,356668-456668,356668-556668,356668-756668,356668-1156668,any
376936,356674-456674,356674-556674,356674-756674,356674-1156674,any
376973,356710-456710,356710-556710,356710-756710,356710-1156710,any
376979,356715-456715,356715-556715,356715-756715,356715-1156715,any
377017,356752-456752,356752-556752,356752-756752,356752-1156752,any
377018,356752-456752,356752-556752,356752-756752,356752-1156752,any
377061,356794-456794,356794-556794,356794-756794,356794-1156794,any
377095,356827-456827,356827-556827,356827-756827,356827-1156827,any
377121,356852-456852,356852-556852,356852-756852,356852-1156852,any
377140,356870-456870,356870-556870,356870-756870,356870-1156870,any
377283,357012-457012,357012-557012,357012-757012,357012-1157012,any
377322,357050-457050,357050-557050,357050-757050,357050-1157050,any
377374,357101-457101,357101-557101,357101-757101,357101-1157101,any
377401,357127-457127,357127-557127,357127-757127,357127-1157127,any
377486,357211-457211,357211-557211,357211-757211,357211-1157211,any
377622,357346-457346,357346-557346,357346-757346,357346-1157346,any
377680,357403-457403,357403-557403,357403-757403,357403-1157403,any
377701,357423-457423,357423-557423,357423-757423,357423-1157423,any
377725,357446-457446,357446-557446,357446-757446,357446-1157446,any
377754,357474-457474,357474-557474,357474-757474,357474-1157474,any
377757,357476-457476,357476-557476,357476-757476,357476-1157476,any
377798,357516-457516,357516-557516,357516-757516,357516-1157516,any
377836,357553-457553,357553-557553,357553-757553,357553-1157553,any
377850,357566-457566,357566-557566,357566-757566,357566-1157566,any
377869,357584-457584,357584-557584,357584-757584,357584-1157584,any
377931,357645-457645,357645-557645,357645-757645,357645-1157645,any
378009,357722-457722,357722-557722,357722-757722,357722-1157722,any
378045,357757-457757,357757-557757,357757-757757,357757-1157757,any
378104,357815-457815,357815-557815,357815-757815,357815-1157815,any
378114,357824-457824,357824-557824,357824-757824,357824-1157824,any
378221,357930-457930,357930-557930,357930-757930,357930-1157930,any
378239,357947-457947,357947-557947,357947-757947,357947-1157947,any
378251,357958-457958,357958-557958,357958-757958,357958-1157958,any
378322,358028-458028,358028-558028,358028-758028,358028-1158028,any
378384,358089-458089,358089-558089,358089-758089,358089-1158089,any
378418,358122-458122,358122-558122,358122-758122,358122-1158122,any
378460,358163-458163,358163-558163,358163-758163,358163-1158163,any
378546,358248-458248,358248-558248,358248-758248,358248-1158248,any
378707,358408-458408,358408-558408,358408-758408,358408-1158408,any
378723,358423-458423,358423-558423,358423-758423,358423-1158423,any
378747,358446-458446,358446-558446,358446-758446,358446-1158446,any
378916,358614-458614,358614-558614,358614-758614,358614-1158614,any
379046,358743-458743,358743-558743,358743-758743,358743-1158743,any
379062,358758-458758,358758-558758,358758-758758,358758-1158758,any
379066,358761-458761,358761-558761,358761-758761,358761-1158761,any
379118,358812-458812,358812-558812,358812-758812,358812-1158812,any
379198,358891-458891,358891-558891,358891-758891,358891-1158891,any
379242,358934-458934,358934-558934,358934-758934,358934-1158934,any
379350,359041-459041,359041-559041,359041-759041,359041-1159041,any
379393,359083-459083,359083-559083,359083-759083,359083-1159083,any
379412,359101-459101,359101-559101,359101-759101,359101-1159101,any
379418,359106-459106,359106-559106,359106-759106,359106-1159106,any
379485,359172-459172,359172-559172,359172-759172,359172-1159172,any
379522,359208-459208,359208-559208,359208-759208,359208-1159208,any
379525,359210-459210,359210-559210,359210-759210,359210-1159210,any
379682,359366-459366,359366-559366,359366-759366,359366-1159366,any
379768,359451-459451,359451-559451,359451-759451,359451-1159451,any
379778,359460-459460,359460-559460,359460-759460,359460-1159460,any
379779,359460-459460,359460-559460,359460-759460,359460-1159460,any
379798,359478-459478,359478-559478,359478-759478,359478-1159478,any
379819,359498-459498,359498-559498,359498-759498,359498-1159498,any
379883,359561-459561,359561-559561,359561-759561,359561-1159561,any
379885,359562-459562,359562-559562,359562-759562,359562-1159562,any
379919,359595-459595,359595-559595,359595-759595,359595-1159595,any
379940,359615-459615,359615-559615,359615-759615,359615-1159615,any
379959,359633-459633,359633-559633,359633-759633,359633-1159633,any
380127,359800-459800,359800-559800,359800-759800,359800-1159800,any
380162,359834-459834,359834-559834,359834-759834,359834-1159834,any
380219,359890-459890,359890-559890,359890-759890,359890-1159890,any
380281,359951-459951,359951-559951,359951-759951,359951-1159951,any
380357,360026-460026,360026-560026,360026-760026,360026-1160026,any
380462,360130-460130,360130-560130,360130-760130,360130-1160130,any
380543,360210-460210,360210-560210,360210-760210,360210-1160210,any
380544,360210-460210,360210-560210,360210-760210,360210-1160210,any
380560,360225-460225,360225-560225,360225-760225,360225-1160225,any
380614,360278-460278,360278-560278,360278-760278,360278-1160278,any
380633,360296-460296,360296-560296,360296-760296,360296-1160296,any
380674,360336-460336,360336-560336,360336-760336,360336-1160336,any
380687,360348-460348,360348-560348,360348-760348,360348-1160348,any
380922,360582-460582,360582-560582,360582-760582,360582-1160582,any
381153,360812-460812,360812-560812,360812-760812,360812-1160812,any
381357,361015-461015,361015-561015,361015-761015,361015-1161015,any
381583,361240-461240,361240-561240,361240-761240,361240-1161240,any
381618,361274-461274,361274-561274,361274-761274,361274-1161274,any
381645,361300-461300,361300-561300,361300-761300,361300-1161300,any
381741,361395-461395,361395-561395,361395-761395,361395-1161395,any
381789,361442-461442,361442-561442,361442-761442,361442-1161442,any
381851,361503-461503,361503-561503,361503-761503,361503-1161503,any
381895,361546-461546,361546-561546,361546-761546,361546-1161546,any
381931,361581-461581,361581-561581,361581-761581,361581-1161581,any
381965,361614-461614,361614-561614,361614-761614,361614-1161614,any
382146,361794-461794,361794-561794,361794-761794,361794-1161794,any
382153,361800-461800,361800-561800,361800-761800,361800-1161800,any
382242,361888-461888,361888-561888,361888-761888,361888-1161888,any
382272,361917-461917,361917-561917,361917-761917,361917-1161917,any
382368,362012-462012,362012-562012,362012-762012,362012-1162012,any
382499,362142-462142,362142-562142,362142-762142,362142-1162142,any
382635,362277-462277,362277-562277,362277-762277,362277-1162277,any
382738,362379-462379,362379-562379,362379-762379,362379-1162379,any
382764,362404-462404,362404-562404,362404-762404,362404-1162404,any
382802,362441-462441,362441-562441,362441-762441,362441-1162441,any
382859,362497-462497,362497-562497,362497-762497,362497-1162497,any
383058,362695-462695,362695-562695,362695-762695,362695-1162695,any
383239,362875-462875,362875-562875,362875-762875,362875-1162875,any
383269,362904-462904,362904-562904,362904-762904,362904-1162904,any
383306,362940-462940,362940-562940,362940-762940,362940-1162940,any
383322,362955-462955,362955-562955,362955-762955,362955-1162955,any
383365,362997-462997,362997-562997,362997-762997,362997-1162997,any
383384,363015-463015,363015-563015,363015-763015,363015-1163015,any
383402,363032-463032,363032-563032,363032-763032,363032-1163032,any
383493,363122-463122,363122-563122,363122-763122,363122-1163122,any
383518,363146-463146,363146-563146,363146-763146,363146-1163146,any
383603,363230-463230,363230-563230,363230-763230,363230-1163230,any
383637,363263-463263,363263-563263,363263-763263,363263-1163263,any
383745,363370-463370,363370-563370,363370-763370,363370-1163370,any
384150,363774-463774,363774-563774,363774-763774,363774-1163774,any
384236,363859-463859,363859-563859,363859-763859,363859-1163859,any
384246,363868-463868,363868-563868,363868-763868,363868-1163868,any
384248,363869-463869,363869-563869,363869-763869,363869-1163869,any
384276,363896-463896,363896-563896,363896-763896,363896-1163896,any
384308,363927-463927,363927-563927,363927-763927,363927-1163927,any
384508,364126-464126,364126-564126,364126-764126,364126-1164126,any
384651,364268-464268,364268-564268,364268-764268,364268-1164268,any
384795,364411-464411,364411-564411,364411-764411,364411-1164411,any
385077,364692-464692,364692-564692,364692-764692,364692-1164692,any
385092,364706-464706,364706-564706,364706-764706,364706-1164706,any
385242,364855-464855,364855-564855,364855-764855,364855-1164855,any
385278,364890-464890,364890-564890,364890-764890,364890-1164890,any
385412,365023-465023,365023-565023,365023-765023,365023-1165023,any
385452,365062-465062,365062-565062,365062-765062,365062-1165062,any
385540,365149-465149,365149-565149,365149-765149,365149-1165149,any
385591,365199-465199,365199-565199,365199-765199,365199-1165199,any
385632,365239-465239,365239-565239,365239-765239,365239-1165239,any
385646,365252-465252,365252-565252,365252-765252,365252-1165252,any
385847,365452-465452,365452-565452,365452-765452,365452-1165452,any
385901,365505-465505,365505-565505,365505-765505,365505-1165505,any
385959,365562-465562,365562-565562,365562-765562,365562-1165562,any
386019,365621-465621,365621-565621,365621-765621,365621-1165621,any
386036,365637-465637,365637-565637,365637-765637,365637-1165637,any
386040,365640-465640,365640-565640,365640-765640,365640-1165640,any
386136,365735-465735,365735-565735,365735-765735,365735-1165735,any
386175,365773-465773,365773-565773,365773-765773,365773-1165773,any
386261,365858-465858,365858-565858,365858-765858,365858-1165858,any
386331,365927-465927,365927-565927,365927-765927,365927-1165927,any
386337,365932-465932,365932-565932,365932-765932,365932-1165932,any
386370,365964-465964,365964-565964,365964-765964,365964-1165964,any
386378,365971-465971,365971-565971,365971-765971,365971-1165971,any
386397,365989-465989,365989-565989,365989-765989,365989-1165989,any
386585,366176-466176,366176-566176,366176-766176,366176-1166176,any
386643,366233-466233,366233-566233,366233-766233,366233-1166233,any
386672,366261-466261,366261-566261,366261-766261,366261-1166261,any
386705,366293-466293,366293-566293,366293-766293,366293-1166293,any
386726,366313-466313,366313-566313,366313-766313,366313-1166313,any
386773,366359-466359,366359-566359,366359-766359,366359-1166359,any
386864,366449-466449,366449-566449,366449-766449,366449-1166449,any
386877,366461-466461,366461-566461,366461-766461,366461-1166461,any
386940,366523-466523,366523-566523,366523-766523,366523-1166523,any
386949,366531-466531,366531-566531,366531-766531,366531-1166531,any
387068,366649-466649,366649-566649,366649-766649,366649-1166649,any
387074,366654-466654,366654-566654,366654-766654,366654-1166654,any
387108,366687-466687,366687-566687,366687-766687,366687-1166687,any
387116,366694-466694,366694-566694,366694-766694,366694-1166694,any
387215,366792-466792,366792-566792,366792-766792,366792-1166792,any
387250,366826-466826,366826-566826,366826-766826,366826-1166826,any
387270,366845-466845,366845-566845,366845-766845,366845-1166845,any
387335,366909-466909,366909-566909,366909-766909,366909-1166909,any
387430,367003-467003,367003-567003,367003-767003,367003-1167003,any
