level-0,level-1,level-2,level-3
314375,295695-495695,295695-895695,any
314422,295741-495741,295741-895741,any
314525,295843-495843,295843-895843,any
314539,295856-495856,295856-895856,any
314592,295908-495908,295908-895908,any
314627,295942-495942,295942-895942,any
314645,295959-495959,295959-895959,any
314646,295959-495959,295959-895959,any
314649,295961-495961,295961-895961,any
314659,295970-495970,295970-895970,any
314727,296037-496037,296037-896037,any
314770,296079-496079,296079-896079,any
314773,296081-496081,296081-896081,any
314798,296105-496105,296105-896105,any
314819,296125-496125,296125-896125,any
314822,296127-496127,296127-896127,any
314823,296127-496127,296127-896127,any
314894,296197-496197,296197-896197,any
314897,296199-496199,296199-896199,any
314913,296214-496214,296214-896214,any
314963,296263-496263,296263-896263,any
315026,296325-496325,296325-896325,any
315065,296363-496363,296363-896363,any
315110,296407-496407,296407-896407,any
315128,296424-496424,296424-896424,any
315143,296438-496438,296438-896438,any
315287,296581-496581,296581-896581,any
315291,296584-496584,296584-896584,any
315303,296595-496595,296595-896595,any
315321,296612-496612,296612-896612,any
315406,296696-496696,296696-896696,any
315417,296706-496706,296706-896706,any
315423,296711-496711,296711-896711,any
315460,296747-496747,296747-896747,any
315476,296762-496762,296762-896762,any
315524,296809-496809,296809-896809,any
315565,296849-496849,296849-896849,any
315640,296923-496923,296923-896923,any
315643,296925-496925,296925-896925,any
315728,297009-497009,297009-897009,any
315776,297056-497056,297056-897056,any
315804,297083-497083,297083-897083,any
315834,297112-497112,297112-897112,any
315859,297136-497136,297136-897136,any
315868,297144-497144,297144-897144,any
315877,297152-497152,297152-897152,any
315971,297245-497245,297245-897245,any
315974,297247-497247,297247-897247,any
315977,297249-497249,297249-897249,any
315984,297255-497255,297255-897255,any
315998,297268-497268,297268-897268,any
316000,297269-497269,297269-897269,any
316027,297295-497295,297295-897295,any
316043,297310-497310,297310-897310,any
316059,297325-497325,297325-897325,any
316093,297358-497358,297358-897358,any
316101,297365-497365,297365-897365,any
316119,297382-497382,297382-897382,any
316120,297382-497382,297382-897382,any
316141,297402-497402,297402-897402,any
316183,297443-497443,297443-897443,any
316185,297444-497444,297444-897444,any
316205,297463-497463,297463-897463,any
316211,297468-497468,297468-897468,any
316235,297491-497491,297491-897491,any
316246,297501-497501,297501-897501,any
316261,297515-497515,297515-897515,any
316298,297551-497551,297551-897551,any
316359,297611-497611,297611-897611,any
316470,297721-497721,297721-897721,any
316471,297721-497721,297721-897721,any
316509,297758-497758,297758-897758,any
316582,297830-497830,297830-897830,any
316589,297836-497836,297836-897836,any
316606,297852-497852,297852-897852,any
316627,297872-497872,297872-897872,any
316663,297907-497907,297907-897907,any
316672,297915-497915,297915-897915,any
316688,297930-497930,297930-897930,any
316702,297943-497943,297943-897943,any
316769,298009-498009,298009-898009,any
316797,298036-498036,298036-898036,any
316820,298058-498058,298058-898058,any
316849,298086-498086,298086-898086,any
316868,298104-498104,298104-898104,any
316929,298164-498164,298164-898164,any
317019,298253-498253,298253-898253,any
317032,298265-498265,298265-898265,any
317040,298272-498272,298272-898272,any
317078,298309-498309,298309-898309,any
317083,298313-498313,298313-898313,any
317153,298382-498382,298382-898382,any
317175,298403-498403,298403-898403,any
317219,298446-498446,298446-898446,any
317253,298479-498479,298479-898479,any
317313,298538-498538,298538-898538,any
317320,298544-498544,298544-898544,any
317360,298583-498583,298583-898583,any
317378,298600-498600,298600-898600,any
317396,298617-498617,298617-898617,any
317425,298645-498645,298645-898645,any
317434,298653-498653,298653-898653,any
317443,298661-498661,298661-898661,any
317479,298696-498696,298696-898696,any
317528,298744-498744,298744-898744,any
317535,298750-498750,298750-898750,any
317539,298753-498753,298753-898753,any
317647,298860-498860,298860-898860,any
317660,298872-498872,298872-898872,any
317681,298892-498892,298892-898892,any
317702,298912-498912,298912-898912,any
317733,298942-498942,298942-898942,any
317761,298969-498969,298969-898969,any
317780,298987-498987,298987-898987,any
317809,299015-499015,299015-899015,any
317847,299052-499052,299052-899052,any
317969,299173-499173,299173-899173,any
318002,299205-499205,299205-899205,any
318036,299238-499238,299238-899238,any
318046,299247-499247,299247-899247,any
318082,299282-499282,299282-899282,any
318106,299305-499305,299305-899305,any
318190,299388-499388,299388-899388,any
318255,299452-499452,299452-899452,any
318259,299455-499455,299455-899455,any
318264,299459-499459,299459-899459,any
318280,299474-499474,299474-899474,any
318329,299522-499522,299522-899522,any
318331,299523-499523,299523-899523,any
318351,299542-499542,299542-899542,any
318416,299606-499606,299606-899606,any
318450,299639-499639,299639-899639,any
318452,299640-499640,299640-899640,any
318518,299705-499705,299705-899705,any
318533,299719-499719,299719-899719,any
318537,299722-499722,299722-899722,any
318593,299777-499777,299777-899777,any
318610,299793-499793,299793-899793,any
318639,299821-499821,299821-899821,any
318641,299822-499822,299822-899822,any
318644,299824-499824,299824-899824,any
318647,299826-499826,299826-899826,any
318749,299927-499927,299927-899927,any
318763,299940-499940,299940-899940,any
318822,299998-499998,299998-899998,any
318865,300040-500040,300040-900040,any
318886,300060-500060,300060-900060,any
318891,300064-500064,300064-900064,any
318915,300087-500087,300087-900087,any
318918,300089-500089,300089-900089,any
318921,300091-500091,300091-900091,any
318934,300103-500103,300103-900103,any
318947,300115-500115,300115-900115,any
318972,300139-500139,300139-900139,any
318975,300141-500141,300141-900141,any
318982,300147-500147,300147-900147,any
318987,300151-500151,300151-900151,any
319016,300179-500179,300179-900179,any
319054,300216-500216,300216-900216,any
319121,300282-500282,300282-900282,any
319122,300282-500282,300282-900282,any
319146,300305-500305,300305-900305,any
319149,300307-500307,300307-900307,any
319163,300320-500320,300320-900320,any
319165,300321-500321,300321-900321,any
319248,300403-500403,300403-900403,any
319271,300425-500425,300425-900425,any
319280,300433-500433,300433-900433,any
319371,300523-500523,300523-900523,any
319422,300573-500573,300573-900573,any
319560,300710-500710,300710-900710,any
319582,300731-500731,300731-900731,any
319588,300736-500736,300736-900736,any
319637,300784-500784,300784-900784,any
319666,300812-500812,300812-900812,any
319685,300830-500830,300830-900830,any
319697,300841-500841,300841-900841,any
319733,300876-500876,300876-900876,any
319768,300910-500910,300910-900910,any
319831,300972-500972,300972-900972,any
319842,300982-500982,300982-900982,any
319854,300993-500993,300993-900993,any
319889,301027-501027,301027-901027,any
320014,301151-501151,301151-901151,any
320047,301183-501183,301183-901183,any
320071,301206-501206,301206-901206,any
320084,301218-501218,301218-901218,any
320102,301235-501235,301235-901235,any
320124,301256-501256,301256-901256,any
320192,301323-501323,301323-901323,any
320194,301324-501324,301324-901324,any
320196,301325-501325,301325-901325,any
320277,301405-501405,301405-901405,any
320280,301407-501407,301407-901407,any
320294,301420-501420,301420-901420,any
320305,301430-501430,301430-901430,any
320376,301500-501500,301500-901500,any
320386,301509-501509,301509-901509,any
320421,301543-501543,301543-901543,any
320451,301572-501572,301572-901572,any
320510,301630-501630,301630-901630,any
320513,301632-501632,301632-901632,any
320744,301862-501862,301862-901862,any
320811,301928-501928,301928-901928,any
320818,301934-501934,301934-901934,any
320835,301950-501950,301950-901950,any
320984,302098-502098,302098-902098,any
321031,302144-502144,302144-902144,any
321086,302198-502198,302198-902198,any
321117,302228-502228,302228-902228,any
321166,302276-502276,302276-902276,any
321171,302280-502280,302280-902280,any
321187,302295-502295,302295-902295,any
321205,302312-502312,302312-902312,any
321274,302380-502380,302380-902380,any
321313,302418-502418,302418-902418,any
321327,302431-502431,302431-902431,any
321333,302436-502436,302436-902436,any
321403,302505-502505,302505-902505,any
321435,302536-502536,302536-902536,any
321577,302677-502677,302677-902677,any
321629,302728-502728,302728-902728,any
321666,302764-502764,302764-902764,any
321709,302806-502806,302806-902806,any
321733,302829-502829,302829-902829,any
321758,302853-502853,302853-902853,any
321760,302854-502854,302854-902854,any
321763,302856-502856,302856-902856,any
321770,302862-502862,302862-902862,any
321787,302878-502878,302878-902878,any
321817,302907-502907,302907-902907,any
321822,302911-502911,302911-902911,any
321824,302912-502912,302912-902912,any
321851,302938-502938,302938-902938,any
321856,302942-502942,302942-902942,any
321865,302950-502950,302950-902950,any
321880,302964-502964,302964-902964,any
321896,302979-502979,302979-902979,any
321943,303025-503025,303025-903025,any
321959,303040-503040,303040-903040,any
321990,303070-503070,303070-903070,any
322013,303092-503092,303092-903092,any
322143,303221-503221,303221-903221,any
322144,303221-503221,303221-903221,any
322171,303247-503247,303247-903247,any
322208,303283-503283,303283-903283,any
322238,303312-503312,303312-903312,any
322385,303458-503458,303458-903458,any
322391,303463-503463,303463-903463,any
322547,303618-503618,303618-903618,any
322585,303655-503655,303655-903655,any
322614,303683-503683,303683-903683,any
322658,303726-503726,303726-903726,any
322674,303741-503741,303741-903741,any
322691,303757-503757,303757-903757,any
322789,303854-503854,303854-903854,any
322873,303937-503937,303937-903937,any
322931,303994-503994,303994-903994,any
322980,304042-504042,304042-904042,any
322999,304060-504060,304060-904060,any
323006,304066-504066,304066-904066,any
323009,304068-504068,304068-904068,any
323016,304074-504074,304074-904074,any
323020,304077-504077,304077-904077,any
323044,304100-504100,304100-904100,any
323054,304109-504109,304109-904109,any
323055,304109-504109,304109-904109,any
323069,304122-504122,304122-904122,any
323139,304191-504191,304191-904191,any
323155,304206-504206,304206-904206,any
323229,304279-504279,304279-904279,any
323269,304318-504318,304318-904318,any
323309,304357-504357,304357-904357,any
323421,304468-504468,304468-904468,any
323545,304591-504591,304591-904591,any
323573,304618-504618,304618-904618,any
323605,304649-504649,304649-904649,any
323619,304662-504662,304662-904662,any
323627,304669-504669,304669-904669,any
323639,304680-504680,304680-904680,any
323706,304746-504746,304746-904746,any
323713,304752-504752,304752-904752,any
323726,304764-504764,304764-904764,any
323773,304810-504810,304810-904810,any
323790,304826-504826,304826-904826,any
323798,304833-504833,304833-904833,any
323810,304844-504844,304844-904844,any
323811,304844-504844,304844-904844,any
324011,305043-505043,305043-905043,any
324019,305050-505050,305050-905050,any
324021,305051-505051,305051-905051,any
324120,305149-505149,305149-905149,any
324173,305201-505201,305201-905201,any
324231,305258-505258,305258-905258,any
324254,305280-505280,305280-905280,any
324372,305397-505397,305397-905397,any
324386,305410-505410,305410-905410,any
324420,305443-505443,305443-905443,any
324445,305467-505467,305467-905467,any
324469,305490-505490,305490-905490,any
324506,305526-505526,305526-905526,any
324546,305565-505565,305565-905565,any
324561,305579-505579,305579-905579,any
324568,305585-505585,305585-905585,any
324601,305617-505617,305617-905617,any
324609,305624-505624,305624-905624,any
324629,305643-505643,305643-905643,any
324637,305650-505650,305650-905650,any
324654,305666-505666,305666-905666,any
324655,305666-505666,305666-905666,any
324791,305801-505801,305801-905801,any
324854,305863-505863,305863-905863,any
324922,305930-505930,305930-905930,any
324947,305954-505954,305954-905954,any
324960,305966-505966,305966-905966,any
325007,306012-506012,306012-906012,any
325033,306037-506037,306037-906037,any
325089,306092-506092,306092-906092,any
325159,306161-506161,306161-906161,any
325171,306172-506172,306172-906172,any
325179,306179-506179,306179-906179,any
325353,306352-506352,306352-906352,any
325355,306353-506353,306353-906353,any
325372,306369-506369,306369-906369,any
325374,306370-506370,306370-906370,any
325390,306385-506385,306385-906385,any
325461,306455-506455,306455-906455,any
325493,306486-506486,306486-906486,any
325537,306529-506529,306529-906529,any
325538,306529-506529,306529-906529,any
325573,306563-506563,306563-906563,any
325596,306585-506585,306585-906585,any
325658,306646-506646,306646-906646,any
325706,306693-506693,306693-906693,any
325732,306718-506718,306718-906718,any
325744,306729-506729,306729-906729,any
325786,306770-506770,306770-906770,any
325792,306775-506775,306775-906775,any
325802,306784-506784,306784-906784,any
325921,306902-506902,306902-906902,any
325923,306903-506903,306903-906903,any
325971,306950-506950,306950-906950,any
326033,307011-507011,307011-907011,any
326048,307025-507025,307025-907025,any
326064,307040-507040,307040-907040,any
326083,307058-507058,307058-907058,any
326104,307078-507078,307078-907078,any
326156,307129-507129,307129-907129,any
326199,307171-507171,307171-907171,any
326232,307203-507203,307203-907203,any
326283,307253-507253,307253-907253,any
326297,307266-507266,307266-907266,any
326310,307278-507278,307278-907278,any
326330,307297-507297,307297-907297,any
326334,307300-507300,307300-907300,any
326342,307307-507307,307307-907307,any
326370,307334-507334,307334-907334,any
326379,307342-507342,307342-907342,any
326400,307362-507362,307362-907362,any
326566,307527-507527,307527-907527,any
326587,307547-507547,307547-907547,any
326624,307583-507583,307583-907583,any
326691,307649-507649,307649-907649,any
326857,307814-507814,307814-907814,any
326862,307818-507818,307818-907818,any
326886,307841-507841,307841-907841,any
327112,308066-508066,308066-908066,any
327120,308073-508073,308073-908073,any
327127,308079-508079,308079-908079,any
327154,308105-508105,308105-908105,any
327164,308114-508114,308114-908114,any
327202,308151-508151,308151-908151,any
327323,308271-508271,308271-908271,any
327397,308344-508344,308344-908344,any
327434,308380-508380,308380-908380,any
327435,308380-508380,308380-908380,any
327462,308406-508406,308406-908406,any
327474,308417-508417,308417-908417,any
327518,308460-508460,308460-908460,any
327533,308474-508474,308474-908474,any
327573,308513-508513,308513-908513,any
327589,308528-508528,308528-908528,any
327606,308544-508544,308544-908544,any
327612,308549-508549,308549-908549,any
327723,308659-508659,308659-908659,any
327766,308701-508701,308701-908701,any
327769,308703-508703,308703-908703,any
327779,308712-508712,308712-908712,any
327786,308718-508718,308718-908718,any
327825,308756-508756,308756-908756,any
327886,308816-508816,308816-908816,any
327901,308830-508830,308830-908830,any
327902,308830-508830,308830-908830,any
327964,308891-508891,308891-908891,any
328051,308977-508977,308977-908977,any
328060,308985-508985,308985-908985,any
328199,309123-509123,309123-909123,any
328216,309139-509139,309139-909139,any
328239,309161-509161,309161-909161,any
328242,309163-509163,309163-909163,any
328301,309221-509221,309221-909221,any
328447,309366-509366,309366-909366,any
328466,309384-509384,309384-909384,any
328518,309435-509435,309435-909435,any
328525,309441-509441,309441-909441,any
328561,309476-509476,309476-909476,any
328570,309484-509484,309484-909484,any
328581,309494-509494,309494-909494,any
328606,309518-509518,309518-909518,any
328610,309521-509521,309521-909521,any
328663,309573-509573,309573-909573,any
328669,309578-509578,309578-909578,any
328697,309605-509605,309605-909605,any
328776,309683-509683,309683-909683,any
328923,309829-509829,309829-909829,any
328947,309852-509852,309852-909852,any
328949,309853-509853,309853-909853,any
328981,309884-509884,309884-909884,any
329005,309907-509907,309907-909907,any
329026,309927-509927,309927-909927,any
329054,309954-509954,309954-909954,any
329059,309958-509958,309958-909958,any
329088,309986-509986,309986-909986,any
329130,310027-510027,310027-910027,any
329144,310040-510040,310040-910040,any
329174,310069-510069,310069-910069,any
329205,310099-510099,310099-910099,any
329266,310159-510159,310159-910159,any
329301,310193-510193,310193-910193,any
329355,310246-510246,310246-910246,any
329408,310298-510298,310298-910298,any
329425,310314-510314,310314-910314,any
329426,310314-510314,310314-910314,any
329530,310417-510417,310417-910417,any
329587,310473-510473,310473-910473,any
329603,310488-510488,310488-910488,any
329733,310617-510617,310617-910617,any
329752,310635-510635,310635-910635,any
329759,310641-510641,310641-910641,any
329778,310659-510659,310659-910659,any
329783,310663-510663,310663-910663,any
329792,310671-510671,310671-910671,any
329793,310671-510671,310671-910671,any
329852,310729-510729,310729-910729,any
329874,310750-510750,310750-910750,any
329924,310799-510799,310799-910799,any
329925,310799-510799,310799-910799,any
329980,310853-510853,310853-910853,any
329993,310865-510865,310865-910865,any
330087,310958-510958,310958-910958,any
330132,311002-511002,311002-911002,any
330144,311013-511013,311013-911013,any
330174,311042-511042,311042-911042,any
330263,311130-511130,311130-911130,any
330301,311167-511167,311167-911167,any
330416,311281-511281,311281-911281,any
330466,311330-511330,311330-911330,any
330470,311333-511333,311333-911333,any
330535,311397-511397,311397-911397,any
330571,311432-511432,311432-911432,any
330664,311524-511524,311524-911524,any
330695,311554-511554,311554-911554,any
330715,311573-511573,311573-911573,any
330799,311656-511656,311656-911656,any
330826,311682-511682,311682-911682,any
330836,311691-511691,311691-911691,any
330874,311728-511728,311728-911728,any
330901,311754-511754,311754-911754,any
331046,311898-511898,311898-911898,any
331065,311916-511916,311916-911916,any
331126,311976-511976,311976-911976,any
331381,312230-512230,312230-912230,any
331395,312243-512243,312243-912243,any
331419,312266-512266,312266-912266,any
331433,312279-512279,312279-912279,any
331474,312319-512319,312319-912319,any
331481,312325-512325,312325-912325,any
331482,312325-512325,312325-912325,any
331511,312353-512353,312353-912353,any
331527,312368-512368,312368-912368,any
331539,312379-512379,312379-912379,any
331552,312391-512391,312391-912391,any
331556,312394-512394,312394-912394,any
331609,312446-512446,312446-912446,any
331611,312447-512447,312447-912447,any
331615,312450-512450,312450-912450,any
331643,312477-512477,312477-912477,any
331650,312483-512483,312483-912483,any
331651,312483-512483,312483-912483,any
331776,312607-512607,312607-912607,any
331831,312661-512661,312661-912661,any
331861,312690-512690,312690-912690,any
331875,312703-512703,312703-912703,any
331894,312721-512721,312721-912721,any
331902,312728-512728,312728-912728,any
332008,312833-512833,312833-912833,any
332187,313011-513011,313011-913011,any
332194,313017-513017,313017-913017,any
332243,313065-513065,313065-913065,any
332249,313070-513070,313070-913070,any
332355,313175-513175,313175-913175,any
332379,313198-513198,313198-913198,any
332401,313219-513219,313219-913219,any
332465,313282-513282,313282-913282,any
332588,313404-513404,313404-913404,any
332657,313472-513472,313472-913472,any
332666,313480-513480,313480-913480,any
332702,313515-513515,313515-913515,any
332703,313515-513515,313515-913515,any
332727,313538-513538,313538-913538,any
332785,313595-513595,313595-913595,any
332884,313693-513693,313693-913693,any
332931,313739-513739,313739-913739,any
333100,313907-513907,313907-913907,any
333108,313914-513914,313914-913914,any
333119,313924-513924,313924-913924,any
333158,313962-513962,313962-913962,any
333230,314033-514033,314033-914033,any
333270,314072-514072,314072-914072,any
333296,314097-514097,314097-914097,any
333305,314105-514105,314105-914105,any
333505,314304-514304,314304-914304,any
333530,314328-514328,314328-914328,any
333541,314338-514338,314338-914338,any
333611,314407-514407,314407-914407,any
333651,314446-514446,314446-914446,any
333664,314458-514458,314458-914458,any
333676,314469-514469,314469-914469,any
333677,314469-514469,314469-914469,any
333701,314492-514492,314492-914492,any
333843,314633-514633,314633-914633,any
333910,314699-514699,314699-914699,any
333953,314741-514741,314741-914741,any
333990,314777-514777,314777-914777,any
334026,314812-514812,314812-914812,any
334032,314817-514817,314817-914817,any
334039,314823-514823,314823-914823,any
334105,314888-514888,314888-914888,any
334113,314895-514895,314895-914895,any
334132,314913-514913,314913-914913,any
334133,314913-514913,314913-914913,any
334221,315000-515000,315000-915000,any
334224,315002-515002,315002-915002,any
334267,315044-515044,315044-915044,any
334273,315049-515049,315049-915049,any
334291,315066-515066,315066-915066,any
334308,315082-515082,315082-915082,any
334314,315087-515087,315087-915087,any
334346,315118-515118,315118-915118,any
334357,315128-515128,315128-915128,any
334366,315136-515136,315136-915136,any
334368,315137-515137,315137-915137,any
334409,315177-515177,315177-915177,any
334427,315194-515194,315194-915194,any
334522,315288-515288,315288-915288,any
334585,315350-515350,315350-915350,any
334593,315357-515357,315357-915357,any
334618,315381-515381,315381-915381,any
334633,315395-515395,315395-915395,any
334666,315427-515427,315427-915427,any
334676,315436-515436,315436-915436,any
334679,315438-515438,315438-915438,any
334693,315451-515451,315451-915451,any
334741,315498-515498,315498-915498,any
334744,315500-515500,315500-915500,any
334783,315538-515538,315538-915538,any
334787,315541-515541,315541-915541,any
334946,315699-515699,315699-915699,any
334991,315743-515743,315743-915743,any
334999,315750-515750,315750-915750,any
335005,315755-515755,315755-915755,any
335015,315764-515764,315764-915764,any
335065,315813-515813,315813-915813,any
335067,315814-515814,315814-915814,any
335104,315850-515850,315850-915850,any
335168,315913-515913,315913-915913,any
335183,315927-515927,315927-915927,any
335248,315991-515991,315991-915991,any
335357,316099-516099,316099-916099,any
335376,316117-516117,316117-916117,any
335421,316161-516161,316161-916161,any
335427,316166-516166,316166-916166,any
335453,316191-516191,316191-916191,any
335481,316218-516218,316218-916218,any
335533,316269-516269,316269-916269,any
335549,316284-516284,316284-916284,any
335570,316304-516304,316304-916304,any
335605,316338-516338,316338-916338,any
335625,316357-516357,316357-916357,any
335665,316396-516396,316396-916396,any
335704,316434-516434,316434-916434,any
335716,316445-516445,316445-916445,any
335764,316492-516492,316492-916492,any
335777,316504-516504,316504-916504,any
335973,316699-516699,316699-916699,any
335979,316704-516704,316704-916704,any
335997,316721-516721,316721-916721,any
335998,316721-516721,316721-916721,any
336007,316729-516729,316729-916729,any
336010,316731-516731,316731-916731,any
336042,316762-516762,316762-916762,any
336061,316780-516780,316780-916780,any
336088,316806-516806,316806-916806,any
336163,316880-516880,316880-916880,any
336188,316904-516904,316904-916904,any
336215,316930-516930,316930-916930,any
336226,316940-516940,316940-916940,any
336329,317042-517042,317042-917042,any
336360,317072-517072,317072-917072,any
336367,317078-517078,317078-917078,any
336404,317114-517114,317114-917114,any
336440,317149-517149,317149-917149,any
336509,317217-517217,317217-917217,any
336513,317220-517220,317220-917220,any
336540,317246-517246,317246-917246,any
336543,317248-517248,317248-917248,any
336571,317275-517275,317275-917275,any
336595,317298-517298,317298-917298,any
336598,317300-517300,317300-917300,any
336643,317344-517344,317344-917344,any
336707,317407-517407,317407-917407,any
336763,317462-517462,317462-917462,any
336793,317491-517491,317491-917491,any
336880,317577-517577,317577-917577,any
336891,317587-517587,317587-917587,any
336906,317601-517601,317601-917601,any
336951,317645-517645,317645-917645,any
336969,317662-517662,317662-917662,any
336984,317676-517676,317676-917676,any
337039,317730-517730,317730-917730,any
337046,317736-517736,317736-917736,any
337050,317739-517739,317739-917739,any
337064,317752-517752,317752-917752,any
337130,317817-517817,317817-917817,any
337195,317881-517881,317881-917881,any
337286,317971-517971,317971-917971,any
337378,318062-518062,318062-918062,any
337456,318139-518139,318139-918139,any
337469,318151-518151,318151-918151,any
337488,318169-518169,318169-918169,any
337494,318174-518174,318174-918174,any
337505,318184-518184,318184-918184,any
337587,318265-518265,318265-918265,any
337599,318276-518276,318276-918276,any
337606,318282-518282,318282-918282,any
337629,318304-518304,318304-918304,any
337639,318313-518313,318313-918313,any
337664,318337-518337,318337-918337,any
337666,318338-518338,318338-918338,any
337693,318364-518364,318364-918364,any
337696,318366-518366,318366-918366,any
337720,318389-518389,318389-918389,any
337721,318389-518389,318389-918389,any
337766,318433-518433,318433-918433,any
337768,318434-518434,318434-918434,any
337778,318443-518443,318443-918443,any
337825,318489-518489,318489-918489,any
337867,318530-518530,318530-918530,any
337895,318557-518557,318557-918557,any
337898,318559-518559,318559-918559,any
337908,318568-518568,318568-918568,any
337940,318599-518599,318599-918599,any
337992,318650-518650,318650-918650,any
338013,318670-518670,318670-918670,any
338033,318689-518689,318689-918689,any
338105,318760-518760,318760-918760,any
338212,318866-518866,318866-918866,any
338260,318913-518913,318913-918913,any
338270,318922-518922,318922-918922,any
338283,318934-518934,318934-918934,any
338290,318940-518940,318940-918940,any
338316,318965-518965,318965-918965,any
338320,318968-518968,318968-918968,any
338345,318992-518992,318992-918992,any
338355,319001-519001,319001-919001,any
338376,319021-519021,319021-919021,any
338409,319053-519053,319053-919053,any
338416,319059-519059,319059-919059,any
338611,319253-519253,319253-919253,any
338620,319261-519261,319261-919261,any
338632,319272-519272,319272-919272,any
338740,319379-519379,319379-919379,any
338816,319454-519454,319454-919454,any
338836,319473-519473,319473-919473,any
339002,319638-519638,319638-919638,any
339100,319735-519735,319735-919735,any
339123,319757-519757,319757-919757,any
339142,319775-519775,319775-919775,any
339163,319795-519795,319795-919795,any
339168,319799-519799,319799-919799,any
339321,319951-519951,319951-919951,any
339324,319953-519953,319953-919953,any
339346,319974-519974,319974-919974,any
339358,319985-519985,319985-919985,any
339372,319998-519998,319998-919998,any
339388,320013-520013,320013-920013,any
339442,320066-520066,320066-920066,any
339473,320096-520096,320096-920096,any
339482,320104-520104,320104-920104,any
339506,320127-520127,320127-920127,any
339547,320167-520167,320167-920167,any
339588,320207-520207,320207-920207,any
339667,320285-520285,320285-920285,any
339671,320288-520288,320288-920288,any
339681,320297-520297,320297-920297,any
339682,320297-520297,320297-920297,any
339755,320369-520369,320369-920369,any
339767,320380-520380,320380-920380,any
339772,320384-520384,320384-920384,any
339773,320384-520384,320384-920384,any
339814,320424-520424,320424-920424,any
339863,320472-520472,320472-920472,any
339897,320505-520505,320505-920505,any
339905,320512-520512,320512-920512,any
339952,320558-520558,320558-920558,any
339954,320559-520559,320559-920559,any
339956,320560-520560,320560-920560,any
340001,320604-520604,320604-920604,any
340018,320620-520620,320620-920620,any
340043,320644-520644,320644-920644,any
340091,320691-520691,320691-920691,any
340110,320709-520709,320709-920709,any
340117,320715-520715,320715-920715,any
340148,320745-520745,320745-920745,any
340171,320767-520767,320767-920767,any
340217,320812-520812,320812-920812,any
340234,320828-520828,320828-920828,any
340260,320853-520853,320853-920853,any
340269,320861-520861,320861-920861,any
340332,320923-520923,320923-920923,any
340335,320925-520925,320925-920925,any
340341,320930-520930,320930-920930,any
340408,320996-520996,320996-920996,any
340428,321015-521015,321015-921015,any
340458,321044-521044,321044-921044,any
340475,321060-521060,321060-921060,any
340476,321060-521060,321060-921060,any
340534,321117-521117,321117-921117,any
340543,321125-521125,321125-921125,any
340557,321138-521138,321138-921138,any
340567,321147-521147,321147-921147,any
340588,321167-521167,321167-921167,any
340591,321169-521169,321169-921169,any
340599,321176-521176,321176-921176,any
340614,321190-521190,321190-921190,any
340682,321257-521257,321257-921257,any
340718,321292-521292,321292-921292,any
340723,321296-521296,321296-921296,any
340734,321306-521306,321306-921306,any
340755,321326-521326,321326-921326,any
340787,321357-521357,321357-921357,any
340880,321449-521449,321449-921449,any
340885,321453-521453,321453-921453,any
340899,321466-521466,321466-921466,any
340917,321483-521483,321483-921483,any
340939,321504-521504,321504-921504,any
340940,321504-521504,321504-921504,any
340982,321545-521545,321545-921545,any
341051,321613-521613,321613-921613,any
341102,321663-521663,321663-921663,any
341117,321677-521677,321677-921677,any
341178,321737-521737,321737-921737,any
341187,321745-521745,321745-921745,any
341204,321761-521761,321761-921761,any
341227,321783-521783,321783-921783,any
341294,321849-521849,321849-921849,any
341346,321900-521900,321900-921900,any
341353,321906-521906,321906-921906,any
341358,321910-521910,321910-921910,any
341368,321919-521919,321919-921919,any
341395,321945-521945,321945-921945,any
341410,321959-521959,321959-921959,any
341439,321987-521987,321987-921987,any
341471,322018-522018,322018-922018,any
341504,322050-522050,322050-922050,any
341539,322084-522084,322084-922084,any
341548,322092-522092,322092-922092,any
341610,322153-522153,322153-922153,any
341638,322180-522180,322180-922180,any
341643,322184-522184,322184-922184,any
341672,322212-522212,322212-922212,any
341695,322234-522234,322234-922234,any
341709,322247-522247,322247-922247,any
341741,322278-522278,322278-922278,any
341757,322293-522293,322293-922293,any
341762,322297-522297,322297-922297,any
341797,322331-522331,322331-922331,any
341835,322368-522368,322368-922368,any
341846,322378-522378,322378-922378,any
341995,322526-522526,322526-922526,any
342019,322549-522549,322549-922549,any
342084,322613-522613,322613-922613,any
342121,322649-522649,322649-922649,any
342164,322691-522691,322691-922691,any
342175,322701-522701,322701-922701,any
342384,322909-522909,322909-922909,any
342448,322972-522972,322972-922972,any
342458,322981-522981,322981-922981,any
342494,323016-523016,323016-923016,any
342567,323088-523088,323088-923088,any
342575,323095-523095,323095-923095,any
342599,323118-523118,323118-923118,any
342635,323153-523153,323153-923153,any
342642,323159-523159,323159-923159,any
342709,323225-523225,323225-923225,any
342719,323234-523234,323234-923234,any
342730,323244-523244,323244-923244,any
342752,323265-523265,323265-923265,any
342768,323280-523280,323280-923280,any
342769,323280-523280,323280-923280,any
342824,323334-523334,323334-923334,any
342834,323343-523343,323343-923343,any
342852,323360-523360,323360-923360,any
342865,323372-523372,323372-923372,any
342906,323412-523412,323412-923412,any
342907,323412-523412,323412-923412,any
342946,323450-523450,323450-923450,any
342953,323456-523456,323456-923456,any
342989,323491-523491,323491-923491,any
343014,323515-523515,323515-923515,any
343019,323519-523519,323519-923519,any
343021,323520-523520,323520-923520,any
